Row.names	Control	CNV	PCV	Row.names.y	label.CNV	label.PCV	label.both	sum_formula	compound_name	logFC.PCV	AveExpr.PCV	t.PCV	P.Value.PCV	adj.P.Val.PCV	B.PCV	label.PCV	logFC.CNV	AveExpr.CNV	t.CNV	P.Value.CNV	adj.P.Val.CNV	B.CNV	label.CNV	FC_ctrl_CNV	FC_ctrl_PCV
1116_C11H12O4_[M+H]+	11931.453	13531.17819	11840.9785	1116_C11H12O4_[M+H]+	Not significant	Not significant	Not significant	C11H12O4	(R)-2-Benzylsuccinate5-(34-Dihydroxyphenyl)-gamma-valerolactone3-(34-Dimethoxyphenyl)-2-propenoicacidFurapiole1-(2-Methoxy-34-methylenedioxyphenyl)-1-propanone6-Methoxymellein3-(3-Methoxy-45-methylenedioxyphenyl)-2-propen-1-olAnthriscinol5-(35-Dihydroxyphenyl)-gamma-valerolactone3-(35-dimethoxyphenyl)prop-2-enoicacidmethyl(2E)-3-(2-hydroxy-4-methoxyphenyl)prop-2-enoate(3Z)-3-hydroxy-4-(4-hydroxy-3-methoxyphenyl)but-3-en-2-one4-(34-dihydroxy-5-methoxyphenyl)but-3-en-2-one4-(24-dihydroxy-5-methoxyphenyl)but-3-en-2-one4-(24-dihydroxy-3-methoxyphenyl)but-3-en-2-one1-3-(4-hydroxy-3-methoxyphenyl)oxiran-2-ylethan-1-one1-hydroxy-4-(4-hydroxy-3-methoxyphenyl)but-3-en-2-one1-(4-hydroxy-3-methoxyphenyl)butane-23-dione3-(34-dimethoxyphenyl)prop-2-enoicacid2-benzylbutanedioicacid	0.008258548	13.11932057	0.019452485	0.98454685	0.99458928	-7.156389091	Not significant	0.041185851	13.11932057	0.095758847	0.924041917	0.975082001	-7.13903608	Not significant	1.13407631	0.992417143
1118_C23H37O7P_[M+H]+	36779.245	4573.3875	5087.121136	1118_C23H37O7P_[M+H]+	ControlVsCNV	ControlVsPCV	Both	C23H37O7P	1-(5Z8Z11Z14Z17Z-eicosapentaenoyl)-glycero-3-phosphateLysoPA(20:5(5Z8Z11Z14Z17Z)/0:0)1-(5Z8Z11Z14Z17Z-eicosapentaenoyl)-glycero-3-phosphate	2.908265621	13.17080915	19.70815095	2.15E-27	4.98E-25	51.92139416	ControlVsPCV	3.011926411	13.17080915	20.14724474	7.01E-28	1.63E-25	52.98767392	ControlVsCNV	0.124346965	0.138314996
1120_C13H23NO2_[M+H]+	10127.384	11837.13	10864.081	1120_C13H23NO2_[M+H]+	Not significant	Not significant	Not significant	C13H23NO2	UNKNOWN_515	-0.086270981	13.34961358	-0.582430862	0.562532017	0.766747199	-6.985575904	Not significant	-0.170886805	13.34961358	-1.138800541	0.25946422	0.508505988	-6.495360286	Not significant	1.168824052	1.07274307
1122_C19H28O6_[M+H]+	6159.4025	8148.861	8016.486	1122_C19H28O6_[M+H]+	Not significant	Not significant	Not significant	C19H28O6	4-Gingerdiol35-diacetate	-0.273472154	12.64116685	-1.077766758	0.285596265	0.547509717	-6.575138109	Not significant	-0.250483556	12.64116685	-0.97442942	0.333886569	0.572112475	-6.667596098	Not significant	1.322995372	1.301503839
1124_C21H45NO10_[M+H]+	3330.661075	192963.6824	98541.37427	1124_C21H45NO10_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C21H45NO10	UNKNOWN_516	-1.988215023	13.19572222	-2.196865876	0.032035952	0.138127103	-4.813238998	Not significant	-3.410077152	13.19572222	-3.719322964	0.000452205	0.004325938	-0.875984834	ControlVsCNV	57.93555034	29.58613082
1125_C14H19FN2O5_[M+H]+	5100.4395	4419.06385	4686.44665	1125_C14H19FN2O5_[M+H]+	Not significant	Not significant	Not significant	C14H19FN2O5	UNKNOWN_516	0.045436158	11.95566602	0.148340027	0.882588522	0.932907138	-7.145457295	Not significant	0.148282042	11.95566602	0.477864539	0.634541229	0.804513966	-7.028464902	Not significant	0.866408444	0.918831926
1128_C34H38N4O6_[M+H]+	4502.1025	5056.020325	5248.631	1128_C34H38N4O6_[M+H]+	Not significant	Not significant	Not significant	C34H38N4O6	HematoporphyrinIX	-0.056294811	12.00115877	-0.168245059	0.866975316	0.931270125	-7.142272685	Not significant	0.14364443	12.00115877	0.423762221	0.673305369	0.833201174	-7.053036544	Not significant	1.123035365	1.165817748
1130_C18H33NO4_[M+H]+	28058.4765	30114.45	31513.0305	1130_C18H33NO4_[M+H]+	Not significant	Not significant	Not significant	C18H33NO4	(9E)-10-nitrooctadecenoicAcid(9E)-9-nitrooctadecenoicAcid10-nitro-9E-octadecenoicacid9-nitro-9E-octadecenoicacid	-0.117196182	14.67169751	-0.46994313	0.640156348	0.811460791	-7.045137331	Not significant	-0.135203764	14.67169751	-0.535155653	0.594586464	0.779257324	-6.999257261	Not significant	1.073274595	1.123119799
1132_C17H20N2O5_[M+H]+	29249.7295	37247.67	51650.499	1132_C17H20N2O5_[M+H]+	Not significant	Not significant	Not significant	C17H20N2O5	UNKNOWN_519	-1.053421873	14.76788305	-2.465209205	0.016671968	0.104636273	-4.235342768	Not significant	-0.829235698	14.76788305	-1.915529892	0.060355091	0.187748892	-5.345455925	Not significant	1.273436392	1.765845356
1134_C9H17NO4_[M+H]+	66399.345	74236.815	73070.44	1134_C9H17NO4_[M+H]+	Not significant	Not significant	Not significant	C9H17NO4	L-AcetylcarnitineN-lactoyl-Leucine(3S)-3-acetoxy-4-(trimethylammonio)butyrate(3R)-3-acetyloxy-4-(trimethylazaniumyl)butanoate3-(acetyloxy)-4-(trimethylazaniumyl)butanoate	-0.104984929	15.95902416	-0.45449211	0.651169675	0.816825831	-7.05233216	Not significant	-0.10999943	15.95902416	-0.470055696	0.640076406	0.804513966	-7.032192205	Not significant	1.118035351	1.100469289
1136_C18H38O10_[M+H]+	1741.592976	173050.4625	93967.12106	1136_C18H38O10_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C18H38O10	UNKNOWN_520	-2.220425837	12.59155941	-2.31964726	0.023898331	0.120613664	-4.55566143	Not significant	-4.02317652	12.59155941	-4.148721282	0.000110555	0.001905999	0.469578572	ControlVsCNV	99.36332133	53.95469686
1138_C26H43NO6_[M+H]+	15602.35075	20796.233	59902.1795	1138_C26H43NO6_[M+H]+	Not significant	Not significant	Not significant	C26H43NO6	Glycocholicacid3a7b12a-Trihydroxyoxocholanyl-GlycineSodiumglycocholateN-(3alpha7alpha12alpha-trihydroxy-5beta-cholan-24-oyl)-glycineN-(3alpha7beta12alpha-trihydroxy-5beta-cholan-24-oyl)-glycine	-0.400571351	13.10861429	-0.650045368	0.51822726	0.727873742	-6.943720319	Not significant	0.06963489	13.10861429	0.111545017	0.91156897	0.970177308	-7.137382113	Not significant	1.332891007	3.83930476
114_C14H18N2O6_[M+H]+	15016.294	21287.235	21367.5545	114_C14H18N2O6_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C14H18N2O6	gamma-GlutamyltyrosineGlutamyltyrosineTyrosyl-Glutamate	-0.538732703	14.0907551	-2.641589939	0.01058635	0.083165646	-3.826243947	Not significant	-0.59720786	14.0907551	-2.890527275	0.005401728	0.028833603	-3.199421092	ControlVsCNV	1.417609098	1.422957922
1140_C27H54O13_[M+H]+	6166.743494	427806.0525	210471.8072	1140_C27H54O13_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C27H54O13	UNKNOWN_521	-1.808693415	13.94816608	-1.832041936	0.072076757	0.223714106	-5.507180147	Not significant	-3.392236059	13.94816608	-3.391688934	0.00125583	0.008435901	-1.841533134	ControlVsCNV	69.37309018	34.13013813
1142_C35H68NO9P_[M+H]+	17361.83142	26122.46182	21639.22777	1142_C35H68NO9P_[M+H]+	Not significant	Not significant	Not significant	C35H68NO9P	1-(1Z-hexadecenyl)-2-tridecanoyl-glycero-3-phosphoserine1-(2-methoxy-7Z21Z-octacosadienyl)-sn-glycero-3-phosphoserine	-0.184609255	13.7717753	-0.341412697	0.734025701	0.854826413	-7.097707794	Not significant	-0.746421216	13.7717753	-1.362604026	0.1782705	0.403065252	-6.219895052	Not significant	1.504591375	1.246367808
1144_C17H20N2O5_[M+H]+	21126.0835	28123.74	34565.462	1144_C17H20N2O5_[M+H]+	Not significant	Not significant	Not significant	C17H20N2O5	UNKNOWN_522	-0.708407717	14.37872843	-1.986818639	0.051669072	0.182813854	-5.226135299	Not significant	-0.732032999	14.37872843	-2.026586267	0.047307016	0.154082794	-5.13812464	Not significant	1.331233023	1.636150969
1145_C27H57NO13_[M+H]+	4273.713706	438608.3365	219508.7045	1145_C27H57NO13_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C27H57NO13	UNKNOWN_522	-2.758629023	13.92016448	-2.866646132	0.005770917	0.05845312	-3.2724455	Not significant	-4.046892607	13.92016448	-4.15108818	0.000109678	0.001905999	0.477223169	ControlVsCNV	102.6293212	51.36251972
1148_C12H20O3_[M+H]+	4143.077294	3112.611746	4306.714277	1148_C12H20O3_[M+H]+	Not significant	Not significant	Not significant	C12H20O3	CucurbicacidDihydrojasmonicacidVulgaroleTraumatin3-Ethenyl-4-hydroxy-25-dimethylhex-5-en-2-ylacetate10-Hydroxy-37-dimethyl-2E6E-decadienoicacid12-hydroxy-3Z6Z-dodecadienoicacid8-Hydroxy-48-dimethyl-4E9-decadienoicacid12-oxo-10E-dodecenoicacid12-oxo-10Z-dodecenoicacid12-oxo-9Z-dodecenoicacid7-oxo-11-Dodecenoicacid(1S2R)-3-oxo-2-pentyl-cyclopentaneaceticacid(1R2S)-3-oxo-2-pentyl-cyclopentaneaceticacid{(1R2S3S)-3-hydroxy-2-(2Z)-pent-2-en-1-ylcyclopentyl}aceticacid(1R2R)-3-oxo-2-pentylcyclopentylaceticacid(1S2S)-3-oxo-2-pentylcyclopentylaceticacid8-oxo-37-Dimethyl-6E-octenylacetate4S-hydroxy-2E-dodecen-11R-olide	-0.300862123	11.29697401	-0.695585605	0.489463792	0.70861808	-6.912979469	Not significant	-0.182557564	11.29697401	-0.416622189	0.678491317	0.833201174	-7.056060498	Not significant	0.751280154	1.039496483
1150_C23H45N5O5_[M+H]+	20750.4378	9054.232542	9508.444807	1150_C23H45N5O5_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C23H45N5O5	UNKNOWN_524	1.798887031	12.21042752	2.375060563	0.020870388	0.114522591	-4.435605882	Not significant	2.63284469	12.21042752	3.43127506	0.001113001	0.00769964	-1.727940869	ControlVsCNV	0.43633935	0.458228636
1152_C29H61NO14_[M+H]+	2953.3362	390837.5522	188159.6383	1152_C29H61NO14_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C29H61NO14	UNKNOWN_525	-2.418955316	13.33535452	-2.365441335	0.021370061	0.114522591	-4.456613966	Not significant	-4.374611542	13.33535452	-4.222632879	8.61E-05	0.001905999	0.709395118	ControlVsCNV	132.3376432	63.71087663
1154_C20H33B3N6O6_[M+H]+	5123.2295	8717.9955	4600.89731	1154_C20H33B3N6O6_[M+H]+	Not significant	Not significant	Not significant	C20H33B3N6O6	UNKNOWN_526	1.018802576	11.88075348	2.158872691	0.035006061	0.143586807	-4.890549071	Not significant	-0.220920772	11.88075348	-0.462096889	0.645739107	0.80720382	-7.035928378	Not significant	1.701660154	0.898046303
1156_C37H65O10P_[M+H]+	1993.339976	26884.29421	7866.941295	1156_C37H65O10P_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C37H65O10P	1-tridecanoyl-2-(6Z9Z12Z15Z-octadecatetraenoyl)-glycero-3-phospho-(1-sn-glycerol)1-(6Z9Z12Z15Z-octadecatetraenoyl)-2-tridecanoyl-glycero-3-phospho-(1-sn-glycerol)	-0.796755201	11.23568167	-1.028922083	0.307859003	0.568171806	-6.613281952	Not significant	-2.263465177	11.23568167	-2.923017386	0.004962529	0.026902133	-3.119607896	ControlVsCNV	13.48705918	3.946612917
1158_C30H58NO7P_[M+H]+	36807.695	23334.8597	21820.94079	1158_C30H58NO7P_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C30H58NO7P	LysoPC(22:2(13Z16Z))1-(13Z16Z-docosadienoyl)-glycero-3-phosphocholine	1.193924824	14.03269398	2.190826549	0.032492739	0.138168664	-4.825604437	Not significant	1.516934154	14.03269398	2.747623597	0.007983884	0.039790646	-3.557343552	ControlVsCNV	0.633966884	0.592836384
116_C8H7NO3_[M+H]+	8834.766831	16042.1253	11896.08934	116_C8H7NO3_[M+H]+	Not significant	Not significant	Not significant	C8H7NO3	4-PyridoxolactoneFormylanthranilicacid5-PyridoxolactoneNoradrenochrome6-Methoxy-2(3H)-benzoxazolone(R)-2-Hydroxy-2H-14-benzoxazin-3(4H)-one	-0.085323886	12.09478746	-0.090407977	0.928297228	0.962563233	-7.126954536	Not significant	-1.078982429	12.09478746	-1.111063052	0.271459364	0.523165967	-6.485288792	Not significant	1.815794984	1.34650858
1168_C30H55O9P_[M+H]+	5070.530676	57305.465	21275.02033	1168_C30H55O9P_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C30H55O9P	1-(9Z-octadecenoyl)-2-(9-oxo-nonanoyl)-sn-glycero-3-phosphate	-0.764746762	12.8525837	-1.159736293	0.250904135	0.503437518	-6.484381928	Not significant	-2.298121463	12.8525837	-3.440123825	0.001083252	0.007607382	-1.702430157	ControlVsCNV	11.30167011	4.1958173
1172_C19H40O8_[M+H]+	18261.4165	11092.94045	8726.652307	1172_C19H40O8_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C19H40O8	UNKNOWN_532	2.1793184	12.39829017	2.693344657	0.009232161	0.075072045	-3.701982798	Not significant	2.243041876	12.39829017	2.7363278	0.008230117	0.040366764	-3.585044701	ControlVsCNV	0.607452355	0.47787379
1174_C25H49N5O6_[M+H]+	32438.955	32693.5592	24974.16821	1174_C25H49N5O6_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C25H49N5O6	UNKNOWN_534	1.785593016	13.18397009	2.369789159	0.021142903	0.114522591	-4.447127142	Not significant	3.313940129	13.18397009	4.341415801	5.74E-05	0.001701285	1.099422394	ControlVsCNV	1.007848718	0.76988202
1176_C17H31NO4_[M+H]+	36891.865	37346.944	41745.2085	1176_C17H31NO4_[M+H]+	Not significant	Not significant	Not significant	C17H31NO4	9-Decenoylcarnitine3-(4Z)-dec-4-enoyloxy-4-(trimethylazaniumyl)butanoate3-(dec-9-enoyloxy)-4-(trimethylazaniumyl)butanoate3-dec-4-enoyloxy-4-(trimethylammonio)butyrate	-0.425441253	14.66211723	-0.899269341	0.372224467	0.622837691	-6.750561603	Not significant	-0.506236172	14.66211723	-1.056240599	0.295234374	0.542702333	-6.585092686	Not significant	1.012335484	1.131555927
1178_C26H41NO4_[M+H]+	69972.3825	65113.8	107506.211	1178_C26H41NO4_[M+H]+	Not significant	Not significant	Not significant	C26H41NO4	UNKNOWN_536	-0.406864908	15.84552234	-1.043110174	0.301221957	0.562196704	-6.61158903	Not significant	0.056000336	15.84552234	0.141719652	0.887792151	0.959831187	-7.133520059	Not significant	0.930564284	1.536409183
118_C11H22N2O3_[M+H]+	4568.822655	2899.661297	2565.413899	118_C11H22N2O3_[M+H]+	Not significant	Not significant	Not significant	C11H22N2O3	Isoleucyl-ValineLeucyl-ValineValyl-IsoleucineValyl-Leucine	1.259395948	10.85048481	2.092420294	0.04086098	0.156521192	-5.01114147	Not significant	1.134585173	10.85048481	1.885053738	0.064519309	0.197390758	-5.4009346	Not significant	0.634662694	0.561504373
1182_C33H56O10_[M+H]+	5548.9331	29560.4096	17499.4875	1182_C33H56O10_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C33H56O10	Cholestane-371225-tetrol-3-glucuronideCholestane-371225-tetrol-3-glucuronide(2S3S4R5R6R)-6-{(2S14R15R16R)-916-dihydroxy-14-(2R)-6-hydroxy-6-methylheptan-2-yl-215-dimethyltetracyclo8.7.0.0^{27}.0^{1115}heptadecan-5-yloxy}-345-trihydroxyoxane-2-carboxylicacid	-1.306710515	12.85420095	-2.279550966	0.026327035	0.124368739	-4.641065201	Not significant	-1.570871167	12.85420095	-2.705016906	0.008949541	0.042764044	-3.661369313	ControlVsCNV	5.327224003	3.153667054
1186_C42H82N12O9_[M+H]+	144222.3645	131876.98	110065.851	1186_C42H82N12O9_[M+H]+	Not significant	Not significant	Not significant	C42H82N12O9	UNKNOWN_539	0.288476755	15.72312986	0.428632733	0.669776922	0.825169563	-7.063839267	Not significant	-0.448801209	15.72312986	-0.658245687	0.512982481	0.709753374	-6.925461149	Not significant	0.914400346	0.763167706
1188_C11H19NO6_[M+H]+	9110.93	11686.9805	12541.7845	1188_C11H19NO6_[M+H]+	Not significant	Not significant	Not significant	C11H19NO6	MethylmalonylcarnitineLotaustralinEpiderminSuccinylcarnitineO-methylmalonyl-L-carnitine(3S)-3-(2-carboxy-2-methylacetyl)oxy-4-(trimethylazaniumyl)butanoate3-(2-carboxypropanoyl)oxy-4-(trimethylazaniumyl)butanoate3-(3-carboxypropanoyl)oxy-4-(trimethylazaniumyl)butanoate	-0.385537509	13.28780097	-1.838397556	0.071121646	0.221985744	-5.496036581	Not significant	-0.29400322	13.28780097	-1.383835218	0.171706954	0.393990956	-6.191352174	Not significant	1.28274287	1.376564687
1192_C15H11I4NO4_[M+H]+	26283.6	22253.16	25848.13	1192_C15H11I4NO4_[M+H]+	Not significant	Not significant	Not significant	C15H11I4NO4	ThyroxineDextrothyroxine	0.022734812	14.56196114	0.171441085	0.864473187	0.929659681	-7.141724076	Not significant	0.196836787	14.56196114	1.465174344	0.148268895	0.371473691	-6.07819265	Not significant	0.846655709	0.983431874
1194_C15H30O7_[M+H]+	880.4074087	42815.19122	22150.34299	1194_C15H30O7_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C15H30O7	UNKNOWN_541	-2.070081457	11.16734089	-2.304076295	0.024881289	0.122036796	-4.59013558	Not significant	-3.574246452	11.16734089	-3.872160652	0.000280193	0.003329988	-0.404834716	ControlVsCNV	48.63111191	25.15919649
1195_C18H35N5O3_[M+H]+	9629.92285	4708.139456	5235.483431	1195_C18H35N5O3_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C18H35N5O3	UNKNOWN_541	1.133905221	11.74064514	1.696557956	0.095753763	0.271801259	-5.680201346	Not significant	3.330696108	11.74064514	5.066893928	5.44E-06	0.000420037	3.436014243	ControlVsCNV	0.488907287	0.543668263
1198_C33H64NO9P_[M+H]+	2051.510512	59146.63288	32017.15531	1198_C33H64NO9P_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C33H64NO9P	1-(2-methoxy-5Z9Z-hexacosadienyl)-sn-glycero-3-phosphoserine1-(2-methoxy-5Z19Z-hexacosadienyl)-sn-glycero-3-phosphoserine1-hexadecanoyl-2-(9-oxo-nonanoyl)-sn-glycero-3-phosphocholine	-1.977907896	11.97174307	-2.162762026	0.034691307	0.142928186	-4.882687497	Not significant	-3.390737563	11.97174307	-3.659791496	0.000546412	0.0049135	-1.055605566	ControlVsCNV	28.83077251	15.60662503
12_C12H23NO7_[M+H]+	44956.67	53771.9	73347.93	12_C12H23NO7_[M+H]+	Not significant	Not significant	Not significant	C12H23NO7	N-(1-Deoxy-1-fructosyl)leucineN-(1-Deoxy-1-fructosyl)isoleucine	-0.840904009	15.47870891	-2.742615905	0.008092198	0.070309153	-3.581948532	Not significant	-0.331409563	15.47870891	-1.066947617	0.290412815	0.541675411	-6.573821263	Not significant	1.196082806	1.631524977
120_C4H9N5O3_[M+K]+	12909.6284	13632.46508	8029.04473	120_C4H9N5O3_[M+K]+	Not significant	Not significant	Not significant	C4H9N5O3	UNKNOWN_137	0.931396778	11.86311696	1.185216938	0.240845307	0.494749565	-6.44201647	Not significant	1.004213726	11.86311696	1.277877641	0.206467893	0.438981047	-6.329621107	Not significant	1.05599206	0.621942358
1200_C29H57N5O8_[M+H]+	35882.1095	185245.4023	76608.2245	1200_C29H57N5O8_[M+H]+	Not significant	Not significant	Not significant	C29H57N5O8	UNKNOWN_544	0.830145765	14.566669	1.156394259	0.252256876	0.503647208	-6.488206537	Not significant	0.30286053	14.566669	0.416441252	0.678622939	0.833201174	-7.056136465	Not significant	5.16261181	2.13499779
1202_C16H35N_[M+H]+	3678.2526	4250.826	4339.3545	1202_C16H35N_[M+H]+	Not significant	Not significant	Not significant	C16H35N	UNKNOWN_545	-0.161003047	11.81692815	-0.642602217	0.523012282	0.732375205	-6.948549755	Not significant	-0.297230495	11.81692815	-1.171011027	0.246378856	0.491168171	-6.458600819	Not significant	1.155664513	1.179732599
1204_C30H60N2O13_[M+H]+	3675.7784	49400.2384	18595.44565	1204_C30H60N2O13_[M+H]+	Not significant	Not significant	Not significant	C30H60N2O13	UNKNOWN_546	-0.747896576	12.31281174	-1.026511825	0.308908943	0.568171806	-6.628640487	Not significant	-1.494222008	12.31281174	-2.024403295	0.047537949	0.154082794	-5.142298025	Not significant	13.43939515	5.058913685
1208_C5H8O2S_[M+H]+	12810.286	15212.0705	16604.6735	1208_C5H8O2S_[M+H]+	Not significant	Not significant	Not significant	C5H8O2S	3-Methylsulfolene	-0.444317369	13.74048188	-2.087938687	0.041201203	0.157174958	-5.031807393	Not significant	-0.367461738	13.74048188	-1.704496325	0.093635769	0.259105545	-5.710815289	Not significant	1.187488749	1.2961985
1210_C11H21NO7_[M+H]+	55136.3	59032.485	66914.91	1210_C11H21NO7_[M+H]+	Not significant	Not significant	Not significant	C11H21NO7	N-(1-Deoxy-1-fructosyl)valine	-0.239180373	15.75948868	-1.178029147	0.243591831	0.496284895	-6.463261158	Not significant	-0.044141794	15.75948868	-0.214605068	0.830827361	0.93163464	-7.120399212	Not significant	1.070664608	1.213627139
1212_C21H37NO4_[M+H]+	9555.3745	14209.715	12819.739	1212_C21H37NO4_[M+H]+	Not significant	Not significant	Not significant	C21H37NO4	35-Tetradecadiencarnitine3-(5Z8Z)-tetradeca-58-dienoyloxy-4-(trimethylazaniumyl)butanoate	-0.33410404	13.28841896	-1.125779849	0.264891605	0.522456421	-6.522750597	Not significant	-0.52203814	13.28841896	-1.736334811	0.08780953	0.245679312	-5.658140221	Not significant	1.487091375	1.341626014
1214_C17H33NO4_[M+H]+	122502.985	134713.45	144274.13	1214_C17H33NO4_[M+H]+	Not significant	Not significant	Not significant	C17H33NO4	DecanoylcarnitineO-decanoyl-L-carnitineO-decanoyl-R-carnitine3-(decanoyloxy)-4-(trimethylazaniumyl)butanoate	-0.305774349	16.81626647	-1.133949363	0.261477019	0.517925633	-6.51361913	Not significant	-0.325071395	16.81626647	-1.189955882	0.238907765	0.479611985	-6.436523902	Not significant	1.099674836	1.177719302
1216_C32H49NO11_[M+H]+	8449.300274	15502.33232	8691.173829	1216_C32H49NO11_[M+H]+	Not significant	Not significant	Not significant	C32H49NO11	UNKNOWN_554	0.354408202	12.34248152	0.611239765	0.543427133	0.748524446	-6.968296484	Not significant	-0.339997889	12.34248152	-0.57882003	0.564949844	0.753537417	-6.974800749	Not significant	1.834747472	1.02862646
1217_C26H39NO4_[M+H]+	17133.435	12665.188	25609.09046	1217_C26H39NO4_[M+H]+	Not significant	Not significant	Not significant	C26H39NO4	UNKNOWN_554	-0.143631464	13.20600974	-0.268288872	0.789428083	0.889185702	-7.120211784	Not significant	0.872629161	13.20600974	1.608949044	0.113053063	0.300612123	-5.863578043	Not significant	0.739208921	1.494685127
122_C27H29NO10_[M+Na]+	2669.1627	4050.1745	5735.7535	122_C27H29NO10_[M+Na]+	Not significant	Not significant	Not significant	C27H29NO10	Daunorubicin?	-0.905365101	11.49545997	-2.18224833	0.033151392	0.13968791	-4.843118686	Not significant	-0.506857089	11.49545997	-1.205939275	0.232733229	0.47332036	-6.417635774	Not significant	1.517395137	2.148896169
1220_C29H58O14_[M+H]+	4818.343004	40215.8803	18854.49	1220_C29H58O14_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C29H58O14	UNKNOWN_555	-0.519011578	12.75966869	-0.868373846	0.388828126	0.63235732	-6.777734174	Not significant	-1.807227552	12.75966869	-2.943079404	0.00469213	0.026045535	-3.054748393	ControlVsCNV	8.34641292	3.913065132
1222_C13H25NO2_[M+H]+	10904.2205	15401.679	9295.507974	1222_C13H25NO2_[M+H]+	Not significant	Not significant	Not significant	C13H25NO2	UNKNOWN_556	0.818609547	12.88187623	1.748692266	0.085630504	0.251998341	-5.650125946	Not significant	-0.320561373	12.88187623	-0.675938631	0.501763745	0.701561073	-6.913619764	Not significant	1.41245117	0.852468819
1224_C7H6O3_[M+H]+	421.5584645	21542.98797	11049.998	1224_C7H6O3_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C7H6O3	4-HydroxybenzoicacidSalicylicacid3-HydroxybenzoicacidGentisatealdehyde2-Methoxy-14-benzoquinonealpha-FurylmethyldiketoneSesamol34-DihydroxybenzaldehydekeratansulfateII(core2-linked)degradationproduct1	-2.065515793	10.2355032	-2.385769872	0.020326402	0.114197421	-4.412134719	Not significant	-3.492171091	10.2355032	-3.981576254	0.000192975	0.002605326	-0.064181113	ControlVsCNV	51.10320344	26.21225508
